"name","code","netweight","relatedPart","partnumber","compatibledescription-parca","compatibledescription-list","image"
"CABLE 23A-43-19150 - KOMATSU","[""23A-43-19150"",""23A4319150""]","Weight: 0.75 kg.",,"23A4319150","[""""]","[[""GD405A"",""GD505A"",""GD510R"",""GD511A"",""GD521A"",""GD605A"",""GD611A"",""GD621A"",""GD621R"",""GD623A"",""GD661A"",""GD663A""]]",
"CABLE¤ 950MM 23A-45-12161 - KOMATSU","[""23A-45-12161"",""23A4512161""]","Weight: 0.4 kg.",,"23A4512161","[""""]","[[""GD305A"",""GD355A"",""GD405A"",""GD505A"",""GD511A"",""GD521A"",""GD525A"",""GD605A"",""GD611A"",""GD621A"",""GD621R"",""GD623A"",""GD625A"",""GD661A"",""GD663A""]]",
"EXHAUST PIPE 23B-02-36121 - KOMATSU","[""23B-02-36121"",""23B0236121""]",,,"23B0236121","[""""]","[[""GD555"",""GD655"",""GD675""]]",
"Core 23B-03-73141 - KOMATSU","[""23B-03-73141"",""23B0373141""]","Weight: 0.000 kg.",,"23B0373141","[""""]","[[""GD555"",""GD655"",""GD675""]]",
"TURBINE 23W-13-11520 - KOMATSU","[""23W-13-11520"",""23W1311520""]",,,"23W1311520","["""","""",""""]","[[""HD255"",""HM250"",""HM300"",""HM300TN""],[""GD755"",""GH320""],[""WA470"",""WA480""]]",
,"[""263F2-12221"",""263F212221""]",,,"263F212221","["" Hitachi""]","[[""ZW180""]]",
,"[""263G2-12202"",""263G212202""]",,,"263G212202","[""""]","[[""ZW220"",""ZW220-HCMF""]]",
,"[""263G2-12212"",""263G212212""]",,,"263G212212","["" Hitachi""]","[[""ZW220"",""ZW220-HCMF"",""ZW250"",""ZW250-HCMF""]]",
,"[""263J2-12761"",""263J212761""]",,,"263J212761","["" Hitachi""]","[[""ZW310"",""ZW310-A"",""ZW310-HCMF""]]",
,"[""263J2-12771"",""263J212771""]",,,"263J212771","["" Hitachi""]","[[""ZW310"",""ZW310-A"",""ZW310-HCMF""]]",
,"[""263J2-17001"",""263J217001""]",,,"263J217001","["" Hitachi""]","[[""ZW310"",""ZW310-A"",""ZW310-HCMF""]]",
,"[""CA2H3843"",""2H-3843"",""2H3843""]","Weight: 0.13 pounds 0 kg.","AXIAL WIDTH  12.7  mm","2H3843","["""","""",""""]","[[""120G"",""12G"",""140G"",""14E"",""14G"",""14H NA"",""16"",""16G"",""16H NA""],[""578"",""583R"",""587R"",""587T"",""589"",""PL87""],[""D11N"",""D6H"",""D6H XL"",""D6H XR"",""D7H"",""D8L"",""D8N"",""D9L""]]",
,"[""CA2H3919"",""2H-3919"",""2H3919""]","Weight: 0.20 pounds 0 kg.","AXIAL WIDTH  12.7  mm","2H3919","["""","""","""",""""]","[[""920""],[""613"",""613C"",""613C II"",""623B""],[""613C II""],[""613G""]]",
,"[""CA2J7426"",""2J-7426"",""2J7426""]","Weight: 0.30 pounds 0 kg.","AXIAL WIDTH  11.91  mm","2J7426","["""",""""]","[[""127"",""25"",""619""],[""963"",""963B"",""963C"",""963D"",""973"",""973C""]]",
,"[""CA2M4107"",""2M-4107"",""2M4107""]","Weight: 50 pounds 22 kg.",,"2M4107","[""MOTOR GRADER Caterpillar""]","[[""12E""]]",
,"[""CA2M8340"",""2M-8340"",""2M8340""]","Weight: 0.20 pounds 0 kg.","HOLE DIAMETER  12.69  mm","2M8340","[""CABLE CONTROL "",""HYDRAULIC CONTROL "",""LANDFILL COMPACTOR "",""MOTOR GRADER "",""PIPELAYER "",""PUMPER "",""RIPPER "",""TRACK LOADER "",""TRACK-TYPE TRACTOR "",""TRUCK "",""WHEEL DOZER "",""WHEEL LOADER "",""WHEEL SKIDDER "",""WHEEL TRACTOR Caterpillar""]","[[""117"",""118""],[""153"",""163"",""172"",""184"",""191""],[""826B""],[""120B"",""12E"",""140B""],[""561B"",""561C"",""561D"",""571G"",""572G"",""583K"",""594"",""594H""],[""CPT372""],[""9B""],[""931B"",""931C"",""931C II"",""933"",""939"",""943"",""953"",""953B"",""963"",""963B"",""973"",""983""],[""D3B"",""D3C"",""D3C II"",""D3C III"",""D4C"",""D4C III"",""D4D"",""D4H"",""D5B"",""D5C"",""D5C III"",""D5E"",""D5H"",""D6D"",""D6D SR"",""D6E SR"",""D6G SR"",""D6H"",""D7H"",""D9G""],[""769""],[""824"",""824B"",""834""],[""988"",""988B"",""992C""],[""515"",""525"",""525B"",""535B"",""545""],[""621B"",""623B""]]",
,"[""CA2S0734"",""2S-0734"",""2S0734""]","Weight: 6 pounds 2 kg.",,"2S0734","[""TRACK-TYPE TRACTOR "",""WHEEL LOADER "",""WHEEL TRACTOR Caterpillar""]","[[""D6C"",""D7G""],[""980""],[""621""]]",
,"[""CA2W1733"",""2W-1733"",""2W1733""]","Weight: 0.70 pounds 0 kg.",,"2W1733","["""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]","[[""PR-1000"",""PR-450"",""PR-750B""],[""245"",""245B"",""375""],[""G3406"",""G3412""],[""3406B"",""3412"",""G3412C""],[""3412C""],[""3406"",""3408"",""3412"",""3412C"",""3412E""],[""826C""],[""3406"",""3408"",""3412"",""3412C""],[""16G"",""24H""],[""578""],[""SCT673"",""SPS342"",""SPT342""],[""771C"",""771D"",""775B"",""775D""],[""RR-250""],[""SS-250""],[""D10N"",""D10R"",""D9L""],[""769C"",""769D"",""773B"",""773D"",""775D""],[""3406B"",""3406E""],[""AD40"",""AE40""],[""814B"",""824C"",""844""],[""980C"",""980F"",""980G"",""988F"",""990"",""990 II"",""992C"",""992D""],[""623E"",""627E"",""657E""],[""621E"",""627E"",""631G"",""637D"",""637G"",""651E"",""657E""]]",
,"[""CA2W8655"",""2W-8655"",""2W8655""]","Weight: 215 pounds 97 kg.",,"2W8655","[""""]","[[""D9L""]]",
,"[""CA2Y1983"",""2Y-1983"",""2Y1983""]","Weight: 4 pounds 1 kg.",,"2Y1983","[""TRACK-TYPE TRACTOR "",""WHEEL LOADER Caterpillar""]","[[""D4E"",""D6C"",""D6D""],[""930""]]",
,"[""CA2Y2070"",""2Y-2070"",""2Y2070""]","Weight: 0.010 pounds 0 kg.",,"2Y2070","[""WHEEL LOADER "",""WHEEL SCRAPER Caterpillar""]","[[""966C""],[""627B""]]",
,"[""CA2Y5228"",""2Y-5228"",""2Y5228""]","Weight: 16 pounds 7 kg.",,"2Y5228","[""GAS ENGINE "",""GEN SET ENGINE "",""TRACK-TYPE TRACTOR "",""WHEEL SCRAPER Caterpillar""]","[[""G3304"",""G3306""],[""3306""],[""D6D""],[""621E""]]",
,"[""CA2Y5229"",""2Y-5229"",""2Y5229""]","Weight: 24 pounds 11 kg.",,"2Y5229","[""MOTOR GRADER "",""TRACK-TYPE TRACTOR "",""WHEEL LOADER Caterpillar""]","[[""12H"",""12H ES"",""12H NA"",""140H"",""140H ES"",""140H NA"",""160H"",""160H ES"",""160H NA""],[""D4E"",""D6D SR"",""D6E SR""],[""930R""]]",
,"[""CA2Y5724"",""2Y-5724"",""2Y5724""]","Weight: 0.55 pounds 0 kg.",,"2Y5724","[""GEN SET ENGINE "",""WHEEL LOADER Caterpillar""]","[[""3306""],[""930R"",""966R""]]",
,"[""CA2Y5725"",""2Y-5725"",""2Y5725""]","Weight: 0.60 pounds 0 kg.",,"2Y5725","[""GEN SET ENGINE "",""WHEEL LOADER Caterpillar""]","[[""3306""],[""966R""]]",
,"[""CA2Y5726"",""2Y-5726"",""2Y5726""]","Weight: 0.65 pounds 0 kg.",,"2Y5726","[""GEN SET ENGINE "",""WHEEL LOADER Caterpillar""]","[[""3306""],[""966R""]]",
,"[""CA2Y9681"",""2Y-9681"",""2Y9681""]","Weight: 4 pounds 2 kg.",,"2Y9681","[""MOTOR GRADER "",""TRACK-TYPE TRACTOR Caterpillar""]","[[""120G"",""12G"",""140G"",""160H""],[""D6D"",""D6E SR"",""D6G SR""]]",
,"[""3108650R91""]",,,"3108650R91","[""HEAVY EQUIPMENT "",""TRACTORS Case""]","[[""500""],[""2300"",""2350"",""276"",""354"",""364"",""384"",""434"",""444""]]",
,"[""3216594R1""]",,,"3216594R1","[""TRACTORS Case""]","[[""248"",""258"",""268"",""278"",""533"",""584"",""585"",""633"",""644"",""684"",""685"",""733"",""744"",""784"",""785"",""833"",""844"",""844S"",""884"",""885"",""HYDRO 84""]]",
,"[""3223862R1""]",,,"3223862R1","[""TRACTORS Case""]","[[""844S""]]",
,"[""3224342R1""]",,,"3224342R1","[""""]","[[""644"",""744"",""844""]]",
,"[""370254R91""]",,,"370254R91","["""",""""]","[[""1400"",""1420"",""1440"",""1460"",""1620"",""1822"",""2022"",""782"",""815"",""915"",""95""],[""1026"",""1066"",""1086"",""1206"",""1256"",""1456"",""1466"",""1468"",""1486"",""1566"",""1568"",""1586"",""21026"",""21206"",""21256"",""21456"",""2400"",""248"",""2500"",""2504"",""2544"",""258"",""2606"",""2656"",""268"",""2706"",""2756"",""278"",""2806"",""2826"",""2856"",""3088"",""3220"",""3230"",""3288"",""3488"",""3688"",""3688HC"",""385"",""4210"",""4230"",""4240"",""454"",""460"",""484"",""485"",""504"",""5088"",""5288"",""544"",""5488"",""560"",""574"",""584"",""585"",""595"",""606"",""656"",""660"",""664"",""666"",""674"",""684"",""685"",""686"",""695"",""706"",""756"",""766"",""784"",""785"",""786"",""806"",""826"",""856"",""884"",""885"",""886"",""895"",""966"",""986"",""995"",""C100"",""C50"",""C60"",""C70"",""C80"",""C90"",""CX100"",""CX50"",""CX60"",""CX70"",""CX80"",""CX90"",""HYDRO 100"",""HYDRO 186"",""HYDRO 70"",""HYDRO 84"",""HYDRO 86"",""MX100C"",""MX80C"",""MX90C""]]",
,"[""372440R91""]",,,"372440R91","[""""]","[[""100"",""130"",""140""]]",
,"[""376930R91""]",,,"376930R91","["""",""""]","[[""3400""],[""2400"",""2404"",""2500"",""258"",""268"",""278"",""385"",""404"",""454"",""464"",""474"",""484"",""485"",""574"",""584"",""585"",""674"",""684"",""685"",""784"",""785"",""884"",""885"",""HYDRO 84""]]",
,"[""385766R91""]",,,"385766R91","["""","""","""",""""]","[[""650"",""720"",""781""],[""914""],[""3400"",""380B""],[""1066"",""1086"",""1206"",""1256"",""1456"",""1466"",""1486"",""21206"",""21256"",""21456"",""2400"",""248"",""2500"",""258"",""268"",""2706"",""2756"",""278"",""2806"",""2826"",""2856"",""3220"",""3230"",""385"",""395"",""4210"",""4230"",""4240"",""454"",""464"",""474"",""484"",""485"",""495"",""574"",""584"",""585"",""595"",""674"",""684"",""685"",""695"",""706"",""756"",""784"",""785"",""806"",""826"",""856"",""884"",""885"",""895"",""966"",""986"",""995"",""C100"",""C50"",""C60"",""C70"",""C80"",""C90"",""CX100"",""CX50"",""CX60"",""CX70"",""CX80"",""CX90"",""HYDRO 100"",""HYDRO 186"",""HYDRO 84""]]",
,"[""386919A2""]",,,"386919A2","["""",""""]","[[""40XT""],[]]",
,"[""CA3N4451"",""3N-4451"",""3N4451""]","Weight: 11 pounds 4 kg.",,"3N4451","[""GAS ENGINE "",""INDUSTRIAL ENGINE Caterpillar""]","[[""G379""],[""D379""]]",
,"[""CA3S9241"",""3S-9241"",""3S9241""]","Weight: 0.70 pounds 0 kg.","AXIAL WIDTH  15.875  mm","3S9241","["""",""""]","[[""561B""],[""D4D""]]",
"RING 427-N42-1140 - KOMATSU","[""427-N42-1140"",""427N421140""]","Weight: 0.178 kg.",,"427N421140","[""""]","[[""WA800"",""WA800L"",""WA900"",""WA900L""]]",
"RADIATOR 42N-03-11780 - KOMATSU","[""42N-03-11780"",""42N0311780""]","Weight: 0.000 kg.",,"42N0311780","[""""]","[[""WB93R"",""WB93S"",""WB97R"",""WB97S""]]",
"SLIDE 42N-856-1520 - KOMATSU","[""42N-856-1520"",""42N8561520""]","Weight: 0.6 kg.",,"42N8561520","[""""]","[[""WB146"",""WB146PS"",""WB156"",""WB156PS"",""WB91R"",""WB93R"",""WB93S"",""WB97R"",""WB97S""]]",
"SLIDER, UPPER 42N-856-2840 - KOMATSU","[""42N-856-2840"",""42N8562840""]","Weight: 0.888 kg.",,"42N8562840","[""""]","[[""WB140"",""WB146"",""WB146PS"",""WB156"",""WB156PS"",""WB91R"",""WB93R"",""WB93S"",""WB97R"",""WB97S""]]",
"SILENCER 42T-02-21150 - KOMATSU","[""42T-02-21150"",""42T0221150""]","Weight: 11 kg.",,"42T0221150","[""""]","[[""WA65"",""WA70"",""WA80""]]",
,"[""CA4B0517"",""4B-0517"",""4B0517""]","Weight: 0.05 pounds 0 kg.",,"4B0517","[""BULLDOZER "",""PIPELAYER "",""TRACK LOADER "",""TRACK-TYPE TRACTOR "",""WHEEL DOZER Caterpillar""]","[[""824S""],[""594""],[""983"",""983B""],[""D6C"",""D7F"",""D8H"",""D9G""],[""834B""]]",
,"[""CA4E2392"",""4E-2392"",""4E2392""]","Weight: 3 pounds 1 kg.",,"4E2392","["""","""","""",""""]","[[""5230B""],[""120H"",""120H ES"",""120H NA"",""120K"",""120K 2"",""12H"",""12H ES"",""12H NA"",""12K"",""135H"",""135H NA"",""140H"",""140H ES"",""140H NA"",""140K"",""140K 2"",""143H"",""14H"",""160H"",""160H ES"",""160H NA"",""160K"",""163H"",""163H NA""],[""793D"",""793F CMD""],[""988F"",""988F II""]]",
,"[""CA4F4780"",""4F-4780"",""4F4780""]","Weight: 0.97 pounds 0 kg.",,"4F4780","[""""]","[[""25""]]",
,"[""CA4K4376"",""4K-4376"",""4K4376""]","Weight: 0.25 pounds 0 kg.","AXIAL WIDTH  11.91  mm","4K4376","["""","""","""","""","""",""""]","[[""815B""],[""941"",""951B"",""955H"",""955K"",""955L""],[""D4D"",""D4E"",""D4E SR""],[""814B""],[""966D""],[""528"",""528B"",""530B""]]",
,"[""CA4L7561"",""4L-7561"",""4L7561""]","Weight: 1 pounds 0 kg.",,"4L7561","[""GAS ENGINE "",""INDUSTRIAL ENGINE "",""MARINE ENGINE Caterpillar""]","[[""G398""],[""D398""],[""D398A""]]",
,"[""CA4L7661"",""4L-7661"",""4L7661""]","Weight: 0.30 pounds 0 kg.",,"4L7661","[""""]","[[""D346"",""D348"",""D353C""]]",
,"[""CA4N0636"",""4N-0636"",""4N0636""]","Weight: 0.02 pounds 0 kg.","AXIAL WIDTH  6.5  mm","4N0636","["""","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]","[[""PR-1000""],[""215"",""225"",""235""],[""3208"",""3304"",""3306""],[""3160"",""3208"",""3304"",""3306""],[""3208"",""3306""],[""120G"",""12G"",""140B"",""140G"",""14G""],[""PS-500""],[""941"",""955L""],[""D4D"",""D4E"",""D5"",""D5B"",""D6C"",""D6D"",""D7F"",""D7G""],[""1673C"",""3208""],[""CS-551""],[""950""],[""627B"",""637D""],[""518""],[""613B"",""613C""]]",
,"[""CA4N1584"",""4N-1584"",""4N1584""]","Weight: 0.03 pounds 0 kg.","AXIAL WIDTH  6.35  mm","4N1584","["""","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]","[[""PR-1000""],[""215"",""225"",""235""],[""3208"",""3304"",""3306""],[""3160"",""3208"",""3304"",""3306""],[""3208"",""3306""],[""120G"",""12G"",""140B"",""140G"",""14G""],[""PS-500""],[""941"",""955L""],[""D4D"",""D4E"",""D5"",""D5B"",""D6C"",""D6D"",""D7F"",""D7G""],[""1673C"",""3208""],[""CS-551""],[""950""],[""627B"",""637D""],[""518""],[""613B"",""613C""]]",
,"[""CA4P4314"",""4P-4314"",""4P4314""]","Weight: 30 pounds 13 kg.","4P4314  CORE AS- OIL CLR  0R3733  R","4P4314","[""TRACK-TYPE TRACTOR Caterpillar""]","[[""D5H""]]",
,"[""CA4S7756"",""4S-7756"",""4S7756""]","Weight: 0.01 pounds 0 kg.","AXIAL WIDTH  6.35  mm","4S7756","["""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]","[[""AP-1000B"",""AP-1055B"",""AP-1055D"",""AP-655C"",""AP-800C"",""AP-800D"",""BG-225B"",""BG-2455D"",""BG-245C"",""BG-260D""],[""10 FT"",""10-20B"",""8 FT"",""8-16B"",""AS2251"",""AS2252C"",""AS2301"",""AS2302"",""AS2302C"",""AS3251C"",""AS3301C""],[""225""],[""G3508"",""G3512"",""G3516""],[""3160"",""3508"",""3512"",""3516""],[""3508"",""3508C"",""3512"",""3512B"",""3516"",""G3508"",""G3512"",""G3516""],[""3160"",""3306"",""3508"",""3512"",""3516""],[""3516B""],[""3306"",""3508"",""3512"",""3516"",""D343"",""D353C""],[""951B""],[""D6C"",""D7F"",""D8H""],[""776C"",""784B""],[""785"",""785B"",""789B"",""793B""],[""1140"",""1145"",""1150"",""1160"",""1674"",""1676"",""1693""],[""3508"",""3512""],[""950"",""966C""],[""613"",""621"",""621R"",""627B"",""631C""]]",
"BEARING 56B-50-12341 - KOMATSU","[""56B-50-12341"",""56B5012341""]","Weight: 6.042 kg.",,"56B5012341","[""""]","[[""HM350"",""HM400""]]",
,"[""CA5K0983"",""5K-0983"",""5K0983""]","Weight: 0.22 pounds 0 kg.","AXIAL WIDTH  12.7  mm","5K0983","["""","""","""","""","""","""","""","""",""""]","[[""HA771"",""HA871"",""TK371"",""TK381""],[""IT62G"",""IT62G II"",""IT62H""],[""12G"",""12H"",""12H ES"",""12H NA"",""12K"",""12M"",""12M 2"",""12M 3"",""12M 3 AWD"",""130G"",""140G"",""140H"",""140H ES"",""140H NA"",""140K"",""140K 2"",""140M"",""140M 2"",""140M 3"",""140M 3 AWD"",""143H"",""160G"",""160H"",""160H ES"",""160H NA"",""160K"",""160M"",""160M 2"",""160M 3"",""160M 3 AWD"",""163H"",""163H NA""],[""533"",""543"",""HA770"",""HA870"",""TK370"",""TK380""],[""950"",""950B"",""950B/950E"",""950F"",""950F II"",""950G"",""950G II"",""950H"",""950K"",""960F"",""962G"",""962G II"",""962H"",""962K""],[""621E"",""623E"",""623F"",""627E""],[""525B"",""525C"",""525D"",""528"",""528B"",""530B"",""535B"",""535C"",""535D"",""545"",""545C"",""545D"",""555D""],[""621"",""621B"",""621E"",""621F"",""621G"",""621H"",""621R"",""623B"",""623E"",""623G"",""623H"",""627B"",""627E"",""627F"",""627G"",""627H""],[""621K"",""623K"",""623K LRC"",""627K"",""627K LRC""]]",
,"[""CA5M2616"",""5M-2616"",""5M2616""]","Weight: 1 pounds 0 kg.",,"5M2616","[""""]","[[""657""]]",
,"[""CA5P1713"",""5P-1713"",""5P1713""]","Weight: 0.05 pounds 0 kg.","AXIAL WIDTH  9.52  mm","5P1713","["""","""","""","""","""","""","""","""","""","""","""","""","""",""""]","[[""PR-450"",""PR-750B""],[""245""],[""G3408"",""G3412""],[""3408"",""3412""],[""3406"",""3408"",""3412""],[""3408"",""3412""],[""589""],[""D9L""],[""769C"",""773B""],[""3406"",""3408""],[""980C"",""988B"",""992C""],[""657E""],[""518""],[""621"",""621B"",""637D"",""637E"",""651E"",""657E""]]",
,"[""CA5S6296"",""5S-6296"",""5S6296""]","Weight: 0.20 pounds 0 kg.",,"5S6296","["""","""","""","""","""","""","""","""","""","""","""",""""]","[[""D250B"",""D25C"",""D300B"",""D30C"",""D350C"",""D35C""],[""235""],[""G3306""],[""3304"",""3306""],[""3304""],[""120G""],[""955K"",""963"",""973""],[""D4D"",""D4E"",""D6C"",""D6D"",""D6H"",""D7F""],[""1673C"",""3306""],[""920"",""950"",""950B"",""966C"",""G936""],[""627""],[]]",
,"[""CA5S6807"",""5S-6807"",""5S6807""]","Weight: 2 pounds 1 kg.",,"5S6807","["""","""","""","""",""""]","[[""3306""],[""977K""],[""D6C"",""D6D"",""D7F""],[""966C""],[""637D""]]",
,"[""CA5Y0951"",""5Y-0951"",""5Y0951""]","Weight: 29 pounds 13 kg.",,"5Y0951","[""WHEEL SCRAPER Caterpillar""]","[[""621E""]]",
,"[""CA6D9598"",""6D-9598"",""6D9598""]","Weight: 2 pounds 1 kg.","ASSEMBLY LENGTH  3860  mm","6D9598","[""MOTOR GRADER "",""TRACTOR "",""WHEEL SCRAPER "",""WHEEL TRACTOR Caterpillar""]","[[""12G"",""12H"",""12H ES"",""12H NA"",""130G"",""140G"",""140H"",""140H ES"",""140H NA"",""143H"",""14H NA"",""160G"",""160H"",""160H ES"",""160H NA"",""163H NA""],[""768B""],[""651E""],[""621"",""621R""]]",
,"[""CA6L9196"",""6L-9196"",""6L9196""]","Weight: 0.50 pounds 0 kg.",,"6L9196","["""",""""]","[[""G399""],[""D399""]]",
,"[""CA6N0169"",""6N-0169"",""6N0169""]","Weight: 18 pounds 8 kg.",,"6N0169","[""WHEEL TRACTOR Caterpillar""]","[[""637D""]]",
,"[""CA6N4737"",""6N-4737"",""6N4737""]","Weight: 0.70 pounds 0 kg.",,"6N4737","[""INDUSTRIAL ENGINE Caterpillar""]","[[""3412""]]",
,"[""CA6N8535"",""6N-8535"",""6N8535""]","Weight: 0.010 pounds 0 kg.",,"6N8535","[""WHEEL LOADER Caterpillar""]","[[""920"",""950""]]",
,"[""CA6N8856"",""6N-8856"",""6N8856""]","Weight: 22 pounds 10 kg.",,"6N8856","[""INDUSTRIAL ENGINE "",""WHEEL LOADER Caterpillar""]","[[""3406""],[""980C""]]",
,"[""CA6N9218"",""6N-9218"",""6N9218""]","Weight: 64 pounds 29 kg.",,"6N9218","[""""]","[[""D8K""]]",
,"[""CA6T1529"",""6T-1529"",""6T1529""]","Weight: 0.04 pounds 0 kg.",,"6T1529","[""TRACK LOADER "",""TRACK-TYPE TRACTOR Caterpillar""]","[[""963""],[""D6D""]]",
"SHAFT 708-2G-12190 - KOMATSU","[""708-2G-12190"",""7082G12190""]",,,"7082G12190","["""","""",""""]","[[""PC300"",""PC300HD"",""PC300LL"",""PC340"",""PC350"",""PC350HD"",""PC350LL"",""PC360"",""PC390"",""PC390LL""],[""WD600""],[""WA600""]]",
,"[""CA7K0890"",""7K-0890"",""7K0890""]","Weight: 4 pounds 1 kg.",,"7K0890","[""""]","[[""920""]]",
,"[""CA7K0892"",""7K-0892"",""7K0892""]","Weight: 2 pounds 1 kg.",,"7K0892","[""""]","[[""920""]]",
,"[""CA7P8655"",""7P-8655"",""7P8655""]","Weight: 2 pounds 0 kg.",,"7P8655","[""""]","[[""943"",""953"",""953B"",""953C""]]",
,"[""CA7S5427"",""7S-5427"",""7S5427""]","Weight: 34 pounds 15 kg.",,"7S5427","[""TRACK-TYPE TRACTOR "",""TRUCK "",""WHEEL DOZER "",""WHEEL LOADER Caterpillar""]","[[""D8K""],[""773""],[""834""],[""992""]]",
,"[""CA7S9736"",""7S-9736"",""7S9736""]","Weight: 132 pounds 59 kg.",,"7S9736","[""""]","[[""D4D"",""D6C""]]",
,"[""CA7W0134"",""7W-0134"",""7W0134""]","Weight: 0.010 pounds 0 kg.","ACTUAL RATE  9.855  N/MM","7W0134","[""ARTICULATED TRUCK "",""CHALLENGER "",""COLD PLANER "",""ENGINE - MACHINE "",""EXCAVATOR "",""FRONT SHOVEL "",""GEN SET ENGINE "",""GENERATOR SET "",""INDUSTRIAL ENGINE "",""LANDFILL COMPACTOR "",""LOAD HAUL DUMP "",""MARINE ENGINE "",""MOTOR GRADER "",""PIPELAYER "",""PUMPER "",""RECLAIMER MIXER "",""ROAD RECLAIMER "",""SOIL COMPACTOR "",""SOIL STABILIZER "",""STABILIZER MIXER "",""TRACK LOADER "",""TRACK SKIDDER "",""TRACK-TYPE TRACTOR "",""TRUCK ENGINE "",""WHEEL DOZER "",""WHEEL LOADER "",""WHEEL SCRAPER "",""WHEEL SKIDDER "",""WHEEL TRACTOR "",""WHEELED EXCAVATOR Caterpillar""]","[[""D250E"",""D250E II"",""D300E"",""D300E II"",""D350E"",""D400E""],[""65C""],[""PM-465""],[""3304""],[""235"",""235B"",""245"",""330"",""330 L"",""330B"",""330B L"",""350"",""375"",""375 L"",""E300B""],[""5080""],[""3304"",""3304B"",""3306"",""3306B"",""3406B"",""3406C""],[""3304B"",""3306B"",""3406C""],[""3304"",""3306"",""3306B"",""3406B"",""3406C""],[""816F"",""826C"",""826G""],[""R1300"",""R1300G""],[""3304"",""3304B"",""3306"",""3306B"",""3406B"",""3406C""],[""120G"",""12G"",""12H"",""12H ES"",""12H NA"",""130G"",""140G"",""140H"",""140H ES"",""140H NA"",""143H"",""14G"",""14H NA"",""160G"",""160H"",""160H ES"",""160H NA"",""163H NA"",""16G"",""16H NA""],[""572G"",""572R"",""578"",""583R"",""587R""],[""HT400""],[""RM-250C"",""RM-350B""],[""RR-250"",""RR-250B""],[""815B"",""815F"",""825G""],[""SS-250""],[""SM-350""],[""973"",""973C""],[""517"",""527"",""D4HTSK II"",""D4HTSK III"",""D5HTSK II""],[""D4E SR"",""D4H"",""D4H XL"",""D5B"",""D5E"",""D5H"",""D5H XL"",""D6D"",""D6E"",""D6E SR"",""D6G SR"",""D6G2 LGP"",""D6G2 XL"",""D6H"",""D6H II"",""D6H XL"",""D6H XR"",""D6R"",""D7G"",""D7G2"",""D7H"",""D7R"",""D8N"",""D8R"",""D8R II""],[""3306"",""3306B"",""3306C"",""3406B"",""3406C""],[""814B"",""814F"",""824G""],[""966F"",""966F II"",""966G"",""970F"",""972G"",""980C"",""980F"",""980G""],[""615C"",""623E"",""623F"",""627B"",""627E"",""627G"",""637E"",""637G""],[""515"",""518C"",""525"",""528B"",""530B"",""545""],[""611"",""621E"",""621F"",""623F"",""627E"",""627F""],[""W330B""]]",
,"[""CA7W4740"",""7W-4740"",""7W4740""]","Weight: 0.40 pounds 0 kg.",,"7W4740","[""EXCAVATOR Caterpillar""]","[[""224""]]",
"CUSHION 8A31-54-1130 - KOMATSU","[""8A31-54-1130"",""8A31541130""]","Weight: 6.9 kg.",,"8A31541130","[""""]","[[""D155AX""]]",
"CUSHION 8A31-54-1140 - KOMATSU","[""8A31-54-1140"",""8A31541140""]","Weight: 7.1 kg.",,"8A31541140","[""""]","[[""D155AX""]]",
,"[""CA8H9826"",""8H-9826"",""8H9826""]","Weight: 2 pounds 1 kg.",,"8H9826","["""","""","""",""""]","[[""D320A""],[""12E""],[""955H"",""977H""],[""1673""]]",
,"[""CA8R9207"",""8R-9207"",""8R9207""]","Weight: 0.12 pounds 0 kg.",,"8R9207","["""","""",""""]","[[""IT62G"",""IT62G II"",""IT62H""],[""R1300"",""R1300G"",""R1300G II""],[""950F"",""950F II"",""950G"",""950G II"",""950H"",""950K"",""960F"",""962G"",""962G II"",""962H"",""962K""]]",
,"[""CA8R9809"",""8R-9809"",""8R9809""]","Weight: 0.13 pounds 0 kg.",,"8R9809","["""","""","""","""","""",""""]","[[""816F"",""816F II""],[""R1600"",""R1600G"",""R1600H""],[""815F"",""815F II""],[""D6R""],[""814F"",""814F II""],[""966F"",""966F II"",""970F""]]",
,"[""CA8S5499"",""8S-5499"",""8S5499""]","Weight: 0.19 pounds 0 kg.",,"8S5499","["""",""""]","[[""627""],[]]",
,"[""CA8T4473"",""8T-4473"",""8T4473""]","Weight: 0.30 pounds 0 kg.",,"8T4473","[""""]","[[""PR-450""]]",
